Company,WBA ID,Website,Corporate name,Headquarters,Region,Income group,Ownership,ISIN,Ticker,Stock market,Wiki Data ID,LEI,"""Home"" Transformation",Food & Agriculture,Decarbonisation and Energy,Nature,Digital,Financial,Urban,Social,WBA Industry,ISIC 4,ISIC Description,Revenue US$ m 2021,Revenue US$ m 2022,Revenue US$ m 2023,Employees 2021,Employees 2022,Employees 2023,Women employees (%) 2023,Women on the board (%) 2024,Water 2023 (ML),Waste 2023 (t),Scope 1+S2 LB million tCO2e 2021,Scope 1+2 LB milion tCO2e 2022,Scope 1+2 milion tCO2e LB 2023,Scope 3 million tCO2e 2021,Scope 3 All relevant categories 2021,Scope 3 million tCO2e 2022,Scope 3 All relevant categories 2022,Scope 3 million tCO2e 2023,Scope 3 All relevant categories 2023,SBTi 2023,SBTi 2024,Energy (MWh) 2021,Electricity (MWh) 2021,Renewable electricity (%) 2021,Energy (MWh) 2022,Electricity (MWh) 2022,Renewable electricity (%) 2022, Energy (MWh) 2023, Electricity (MWh) 2023,Renewable electricity (%) 2023,Fiscal year 2023 ending, Countries of operation reported by company, Calculated countries of operations, Significant countries of operation,Significance metric,Keystone Footprint metric,Latest value,Financial report 2023,ESG Report 2023,Financial link 2023,ESG link 2023
CIMB,PT_00425,https://www.cimb.com,CIMB Group Holdings Berhad,Malaysia,East Asia & Pacific,Upper middle income,Public, MYL1023OO000,,, Q3045976, 549300FYDN5UD7USZW18, FSB, , , , , Yes, , Yes, Banks,6419, Other monetary intermediation, ..., ...,"  7,908.85 ","  33,265.00 ","  33,252.00 ","  34,166.00 ",  57.0 ,  40.0 ,  497.86 ,"  3,688.36 ",  0.07 ,  -   ,  0.09 ,  0.00 ,  -   ,  0.00 , No,  0.01 , No,  -   , …,"  126,038.10 ","  107,089.40 ",  -   ,"  120,726.80 ","  113,399.30 ",  0.01 ,"  120,435.00 ","  111,215.00 ",  12.63 ,31-Dec-23,  10 ,  10 ,  5 , Employees, Number of accounts,"  25,000,000 ",FINANCIAL STATEMENTS 2023,SUSTAINABILITY REPORT 2023,https://www.cimb.com/content/dam/cimb/group/documents/investor-relations/annual-reports/2023/cimb-fs-2023.pdf,https://www.cimb.com/content/dam/cimb/group/documents/investor-relations/annual-reports/2023/cimb-sr-2023.pdf
Ciputra Development,PT_02364,https://ciputradevelopment.com,Ciputra Development,Indonesia,East Asia & Pacific,Lower middle income,Private, ID1000115306,,, Q12479285, 2549000JMJUYB9U5Y204, Urban, , , , , , Yes, Yes, Construction & Engineering,4100, Construction of buildings, ...,  614.61 ,  606.75 , ...,"  4,413.00 ","  4,574.00 ",  41.2 ,  10.0 ,"  79,770.00 ","  91,377.02 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   , No,  -   , NA,  -   , …,  -   ,  -   ,  -   ,"  164,021.52 ","  162,986.99 ",  -   ,"  178,046.81 ","  163,770.00 ",  -   ,31-Dec-23,, ,  -   ,  -   , , ,2023 Annual Report,2023 Sustainability Report,https://ciputradevelopment.com/wp-content/uploads/2024/05/CTRA_Annual-Report-CTRA-2023.pdf,https://ciputradevelopment.com/wp-content/uploads/2024/05/CTRA_Sustainability-Report-2023.pdf
CITIC Bank,PT_02808,https://www.citicbank.com/,China CITIC Bank Corporation Limited,China,East Asia & Pacific,Upper middle income,Public, CNE1000001Q4,0998, HKEX, Q38960, 300300C1030211000384, FSB,,,  -   ,, Yes,, Yes, Banks,6419, Other monetary intermediation, ..., ...,"  54,389.12 ", ..., ...,"  66,891.00 ",  54.2 , ...,"  2,076.16 ","  1,481.00 ", ,  -   ,  -   , , ,  -   ,  -   ,  -   , NA,  -   , …, , ,,  -   ,  -   ,  -   ,"  281,590.07 ","  257,999.22 ",  -   ,31-Dec-23,  4 ,  4 ,  1 , Employees, Number of accounts,"  137,000,000 ",Annual Report,2023 Sustainability Report,https://www.citicbank.com/about/investor_1011/financialaffairs/report/2023/202404/P020240429732182698660.pdf,https://www.citicbank.com/esgzqen/bgzl/kcxfzbg/202405/P020240522529763413576.pdf
Haitian,PT_02805,https://www.haitian-food.com/en/,Foshan Haitian Flavouring and Food Co Ltd,China,East Asia & Pacific,Upper middle income,Public, CNE100001SL2,603288, SSE, Q17003154,, FAB, Yes,, Yes,,,, Yes, Food Production,1079," Manufacture of other food products n.e.c,", ..., ...,"  3,468.83 ", ..., ...,"  7,863.00 ", ..., ...,"  8,864.71 ","  264,442.95 ", ,  -   ,  -   , , ,  -   ,  -   ,  -   , NA,  -   , …, , ,,  -   ,  -   ,  -   ,  -   ,"  26,968,650.00 ",  4.43 ,31-Dec-23,  1 , ,  -   ,  -   , , ,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT | Summary of 2023 Annual Report","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT",https://www.haitian-food.com/upfile/2024/06/20240617143217_188.pdf | https://www.haitian-food.com/upfile/2024/06/20240617143016_156.pdf,https://www.haitian-food.com/upfile/2024/06/20240617143217_188.pdf
Citigroup,PT_00429,https://www.citigroup.com,Citigroup Inc.,United States,North America,High income,Public, US1729674242,,, Q219508, 6SHGI4ZSSLCXXQSBB395, FSB, , , , , Yes, , Yes, Banks,6419, Other monetary intermediation, ..., ...,"  156,820.00 ","  223,449.00 ","  239,903.00 ","  238,766.00 ",  49.4 ,  53.8 ,"  3,727.77 ","  24,914.00 ",  0.51 ,  0.51 ,  0.50 ,  0.01 ,  -   ,  -   , No,  0.08 , No,  -   , …,"  1,348,000.00 ","  1,110,834.31 ",  100.00 ,"  1,154,284.52 ","  1,124,685.30 ",  75.13 ,"  1,353,000.00 ","  1,097,000.00 ",  100.00 ,31-Dec-23,  90 ,  95 ,  26 ,  -   , Number of accounts,"  200,000,000 ",2023 Annual Report,"2023 Environmental, Social and Governance Report",https://www.citigroup.com/rcs/citigpa/storage/public/Citi-2023-Annual-Report.pdf,https://www.citigroup.com/rcs/citigpa/storage/public/Global-ESG-Report-2023.pdf
Citizens Financial Group,PT_00430,https://www.citizensbank.com,Citizens Financial Group Inc,United States,North America,High income,Public, US1746101054,,, Q5122694, 2138004JDDA4ZQUPFW65, FSB, , , , , Yes, , Yes, Banks,6419, Other monetary intermediation, ..., ...,"  12,187.00 ","  17,463.00 ","  18,889.00 ","  17,684.00 ",  56.6 ,  38.5 ,  -   ,  -   ,  0.04 ,  0.05 ,  0.04 ,  0.00 ,  -   ,  -   , No,  0.00 , No,  -   , …,"  146,673.00 ","  99,110.00 ",  -   ,"  171,102.00 ","  119,631.00 ",  -   ,"  146,841.00 ","  103,256.00 ",  -   ,31-Dec-23,  1 ,  1 ,  1 , Employees, , ,FORM 10-K, ,https://otp.tools.investis.com/clients/us/citizens/SEC/sec-show.aspx?FilingId=17283811&Cik=0000759944&Type=PDF&hasPdf=1, 
City Developments Limited ,PT_02351,https://ir.cdl.com.sg,City Developments Limited,Singapore,East Asia & Pacific,High income,Public, SG1R89002252,C09, Singapore Exchange (SGX), Q16259060, 254900BPLPJS0RJ72373, Urban, , , , , , Yes, Yes, Real Estate,6810, Real estate activities with own or leased property,"  1,959.59 ","  2,386.53 ","  3,687.40 ","  5,814.00 ","  7,352.00 ","  8,083.00 ",  44.8 ,  20.0 ,  701.55 ,"  10,144.00 ",  0.02 ,  0.01 ,  0.15 ,  0.01 ,  -   ,  0.01 , No,  0.30 , Yes, Targets Set, Targets Set,"  59,350.33 ",  -   ,  -   ,"  405,572.00 ","  58,839.64 ",  -   ,"  408,733.00 ","  27,531.00 ",  -   ,31-Dec-23,, ,  -   ,  -   , , ,Annual Report,INTEGRATED SUSTAINABILITY REPORT 2024,https://ir.cdl.com.sg/static-files/9b4cfafa-f291-4881-9a44-9b9d42998ff2,https://ir.cdl.com.sg/static-files/52bec290-12b2-4392-8d08-23dab8710233
Olam,PT_01334,https://www.olamgroup.com,Olam Group Limited,Singapore,East Asia & Pacific,High income,SOE, SGXE65760014,VC2, Singapore Exchange (SGX), Q5950695, 33D7DTWH8BNIUWE0IF81, FAB, Yes, , Yes, , , , Yes, Food Production,1061, Manufacture of grain mill products,"  35,076 ","  39,783 ","  36,024 ","  43,100 ","  87,981 ","  92,887 ",  26.3 ,  11.1 ,"  347,619.43 ","  259,911.00 ",  2.86 ,  4.28 ,  4.62 ,  87.51 ,  -   ,  89.52 , Yes,  82.77 , Yes, Targets Set, Targets Set,"  3,757,398.13 ","  663,625.52 ",  41.53 ,"  3,328,093.77 ","  637,413.57 ",  40.20 ,"  6,120,349.34 ","  1,162,602.32 ",  32.87 ,31-Dec-23,  60 ,  51 ,  -   ,  -   , , ,Olam Group Limited Annual Report 2023,Additional Sustainability Information 2023,https://www.olamgroup.com/content/dam/olamgroup/investor-relations/ir-library/annual-reports/annual-reports-pdfs/2023/olam_annual_report_2023.pdf,https://www.olamgroup.com/content/dam/olamgroup/investor-relations/ir-library/annual-reports/annual-reports-pdfs/2023/olam-sustainability-report.pdf
CJ Corporation,PT_02854,https://en.cj.net/,CJ Corporation,"Korea, Rep.",East Asia & Pacific,High income,Public, KR7001040005,001040, KRX, Q483593, 9884008938PK154I3A92, Social,,,  -   ,,,, Yes, Conglomerates,6420, Activities of holding companies, ..., ...,"  31,671.87 ", ..., ...,"  50,712.00 ",  55.8 , ...,"  7,284.43 ","  71,624.00 ", ,  -   ,  -   , , ,  -   ,  -   ,  9.99 , No,  -   , …, , ,,  -   ,  -   ,  -   ,"  5,000,559.56 ",  -   ,  -   ,31-Dec-23,, , ,  -   , , ,"Consolidated Financial Statements December 31, 2023 and 2022",ESG Report 2023,https://cjnet.irplus.co.kr/fileupload/eng/auditor/FY23_Audit%20report_Consolidated_English_CJ_Signed.pdf,https://contents.cj.net/esg/report/EN/CJ%20Corporation_ESG%20Report%202023-ENG.pdf
CJ Logistics,PT_00433,https://www.cjlogistics.com,CJ Logistics Corporation ,"Korea, Rep.",East Asia & Pacific,High income,Public, KR7000120006,,, Q5012276, 988400MIXJ2YDYLYR916, Climate, , Yes, , , , , Yes, Postal and Courier Activities,5320, Courier activities,"  9,916.21 ","  9,393.10 ","  9,012.99 ","  6,351.00 ","  6,883.00 ","  16,380.00 ",  14.6 ,  14.3 ,"  1,034.45 ","  120,994.00 ",  0.23 ,  -   ,  -   ,  0.31 ,  -   ,  0.34 , No ,  0.46 , Yes,  -   , …,"  1,105,366.20 ","  636,995.40 ",  -   ,"  1,137,500.01 ","  671,944.45 ",  -   ,"  4,140,558.87 ","  3,717,780.75 ",  14.28 ,31-Dec-23,  34 , ,  -   ,  -   , , ,SUSTAINABILITY REPORT 2023,SUSTAINABILITY REPORT 2023,https://www.cjlogistics.com/en/sustainability/report,https://www.cjlogistics.com/en/sustainability/report
CK Asset Holdings ,PT_00434,https://www.ckah.com,CK Asset Holdings Limited,"Hong Kong SAR, China",East Asia & Pacific,High income,Public, KYG2177B1014,1113, HKEX, Q19985983, 5299006GJZSGP78B8S35, Climate, , Yes, , , , Yes, Yes, Construction & Engineering,4100, Construction of buildings,"  7,991.51 ","  7,195.53 ","  9,078.16 ","  53,980.00 ","  54,130.00 ","  56,972.00 ",  51.0 ,  37.5 ,"  9,955.29 ","  4,339.60 ",  0.43 ,  -   ,  0.47 ,  0.07 ,  -   ,  0.10 , No,  0.13 , No,  -   , Committed,"  1,254,811.02 ",  -   ,  -   ,"  1,421,220.77 ",  -   ,  -   ,"  1,350,787.62 ","  954,449.71 ",  0.08 ,31-Dec-23,, ,  -   ,  -   , , ,Annual Report 2023,Sustainability Report 2023,https://www.ckah.com/sites/default/files/2024-04/202404_EN_Annual_Report.pdf,https://www.ckah.com/sites/default/files/2024-04/202404_EN_Sustainability_Report.pdf
CK Hutchison,PT_02853,https://www.ckh.com.hk/,CK Hutchison Holdings Limited,"Hong Kong SAR, China",East Asia & Pacific,High income,Public, KYG217651051,0001, HKG, Q19548352, 254900Z8HM1VEPOQ2G79, Social,,,  -   ,,,, Yes, Conglomerates,6420, Activities of holding companies, ..., ...,"  35,194.76 ", ..., ...,"  204,160.00 ", ..., ...,"  649,850.00 ","  622,495.00 ", ,  -   ,  9.98 , , ,  -   ,  -   ,  4.41 , No,  -   , …, , ,,  -   ,  -   ,  -   ,"  24,837,548.00 ","  4,277,514.00 ",  32.00 ,31-Dec-23,, , ,  -   , , ,ANNUAL REPORT,SUSTAINABILITY REPORT,https://doc.irasia.com/listco/hk/ckh/annual/2023/ar2023.pdf,https://doc.irasia.com/listco/hk/ckh/annual/2023/esr.pdf
Coupang,PT_02818,https://ir.aboutcoupang.com,"COUPANG, INC.
",United States,North America,High income,Public, US22266T1097,,, Q12620655, 549300XR4L1D80AK4W76, DIB,,,  -   , Yes,,, Yes, Retail,4791, Retail sale via mail order houses or via Internet, ..., ...,"  24,383.00 ", ..., ...,"  78,000.00 ", ..., ...,  -   ,  -   , ,  -   ,  -   , , ,  -   ,  -   ,  -   , NA,  -   , …, , ,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,31-Dec-23,, ,  -   ,  -   , , ,FORM 10-K, ,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001834584/85f51b36-47a5-4924-b35c-0c74135a8fe1.pdf, 
CLP Group,PT_00440,https://www.clpgroup.com,CLP Group,"Hong Kong SAR, China",East Asia & Pacific,High income,Public, HK0002007356,0002, HKEX, Q977959, 25490002BUTSMP94GO68, Climate, , Yes, , , , Yes, Yes, Utilities,3510," Electric power generation, transmission and distribution","  10,805.53 ","  12,855.94 ","  11,132.69 ","  8,116.00 ","  8,318.00 ","  8,041.00 ",  27.2 ,  30.8 ,"  4,249,000.00 ","  15,943.00 ",  47.93 ,  44.36 ,  38.39 ,  17.09 , Yes,  15.86 , No,  14.60 , Yes, Targets Set, Targets Set,"  91,183,000.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  110,944,810.98 ",  -   ,  -   ,31-Dec-23,, ,  -   ,  -   , Number of customers served,"  2,789,644 ",Annual Report,Sustainability Report,https://www.clpgroup.com/content/dam/clp-group/channels/investor/document/3-3-financial-reports/2023/e_2023Annual%20Report.pdf,https://www.clpgroup.com/content/dam/clp-group/channels/sustainability/document/sustainability-report/2023/CLP_Sustainability_Report_2023_en.pdf.coredownload.pdf
UPL,PT_01858,https://www.upl-ltd.com,UPL Ltd,India,South Asia,Lower middle income,Public, INE628A01036,,, Q65083411, 335800RJSM1SLHO4UA95, FAB, Yes, , Yes, , , , Yes, Chemicals,2021, Manufacture of pesticides and other agrochemical products,"  6,293 ","  6,877 ","  5,276 ","  19,985 ","  13,269 ","  12,000 ",  15.0 ,  22.2 ,"  4,449.23 ","  258,971.26 ",  1.02 ,  1.05 ,  -   ,  3.60 ,  -   ,  3.72 , No,  3.55 , Yes, Targets Set, Targets Set,"  2,844,515.89 ","  327,368.20 ",  15.39 ,"  2,993,230.99 ","  437,122.08 ",  16.89 ,"  2,604,050.00 ","  414,542.72 ",  42.88 ,31-Mar-24,, ,  -   ,  -   , , ,Annual Report 2023-24,SUSTAINABILITY REPORT 2023-24,https://www.upl-ltd.com/financial_result_and_report_pdfs/Da7CGgxBEBSh8KKSrznTRJFTNU3ahra0yEy0O8R4/UPL_Annual-Report_2023-24.pdf,https://www.upl-ltd.com/downloads/Sustainability-reports-2023-24.pdf
SMFB,PT_01529,https://www.smfb.com.ph,"San Miguel Food and Beverage, Inc.",Philippines,East Asia & Pacific,Lower middle income,Public, PHY7510J1668,FB, PSE, Q18636682, 549300PTBJGLYH0SDJ04, FAB, Yes, , Yes, , , , Yes, Food Production,1103, Manufacture of malt liquors and malt,"  6,290 ","  6,587 ","  6,828 ", ...,"  9,460 ","  9,780 ",  25.5 ,  26.7 ,"  16,297.00 ","  258,783.00 ",  0.49 ,  -   ,  -   ,  -   ,  -   ,  -   , No,  -   , NA,  -   , …,"  1,254,762.49 ","  392,448.32 ",  -   ,"  1,550,645.96 ",  -   ,  -   ,"  1,730,999.72 ",  -   ,  13.00 ,31-Dec-23,  2 , , ,  -   , , ,2023 ANNUAL REPORT,SUSTAINABILITY REPORT,https://www.smfb.com.ph/files/reports/SMFB2023AnnualReport.pdf,https://www.smfb.com.ph/files/reports/SMFB_2023_Sustainability_Report.pdf
Covestro,PT_00488,https://www.covestro.com,Covestro AG,Germany,Europe & Central Asia,High income,Public, DE0006062144,,, Q812142, 3912005AWHKLQ1CPLV11, Nature, , , Yes, , , , Yes, Chemicals,2030, Manufacture of man-made fibres,"  18,709.41 ","  18,913.68 ","  15,627.17 ","  17,909.00 ","  17,985.00 ","  17,520.00 ",  23.2 ,  41.7 ,"  221,000.00 ","  252,000.00 ",  5.38 ,  -   ,  5.03 ,  21.84 ,  -   ,  16.95 , No,  15.75 , Yes,  -   , …,"  15,804,734.87 ","  6,656,394.21 ",  -   ,"  14,750,555.67 ","  6,090,833.38 ",  12.16 ,"  14,264,000.00 ","  4,836,000.00 ",  16.00 ,31-Dec-23,  49 ,  14 ,  -   , Production, , ,Annual Report 2023,Annual Report 2023,https://report.covestro.com/annual-report-2023/_assets/downloads/covestro-ar23-entire.pdf,https://report.covestro.com/annual-report-2023/_assets/downloads/covestro-ar23-entire.pdf
Votorantim Cimentos,PT_02080,https://www.votorantimcimentos.com,Votorantim Cimentos Intl S.A.,Brazil,Latin America & Caribbean,Upper middle income,Private, BRVEBMCDAM15,,, Q7942209, 635400TDXGDD6FQOI583, Climate, , Yes, Yes, , , , Yes, Construction Materials & Supplies,2394," Manufacture of cement, lime and plaster","  4,136 ","  5,000 ","  5,347 ","  12,466 ","  13,089 ","  13,583 ",  17.2 ,  12.5 ,"  55,340.00 ","  251,970.00 ",  25.88 ,  -   ,  -   ,  5.16 ,  -   ,  4.19 , No,  3.58 , Yes, Target Set, Targets Set,"  35,053,168.60 ","  4,313,292.00 ",  18.50 ,"  34,542,315.69 ","  4,158,283.00 ",  22.90 ,"  33,049,439.77 ","  4,219,392.00 ",  35.10 ,31-Dec-23,, ,  -   ,  -   , Production by major product line,"  36,800,000 ",consolidated financial statements 2023,Integrated Report 2023,https://api.mziq.com/mzfilemanager/v2/d/57da2b51-7bff-407d-877c-f3823701d4ee/198216ec-4bb7-282d-dae0-8b05e805ca1e?origin=1,https://api.mziq.com/mzfilemanager/v2/d/57da2b51-7bff-407d-877c-f3823701d4ee/2eb3c77a-d762-a37b-4327-37de4c4001ad?origin=1
CMS Energy,PT_00443,https://www.cmsenergy.com,CMS Energy Corporation,United States,North America,High income,Public, US1258961002,,, Q5013012, 549300IA9XFBAGNIBW29, Climate, , Yes, , , , , Yes, Utilities,3510," Electric power generation, transmission and distribution","  7,329.00 ","  8,596.00 ","  7,462.00 ","  8,872.00 ","  8,879.00 ","  8,356.00 ",  26.1 ,  36.4 ,"  978,570.00 ","  20,172.16 ",  17.57 ,  17.69 ,  16.14 ,  20.94 ,  -   ,  6.06 , Yes,  22.49 , Yes,  -   , …,"  62,558,547.00 ","  15,075.00 ",  -   ,"  50,951,687.00 ","  24,061.00 ",  -   ,"  50,026,695.00 ","  26,813.00 ",  6.83 ,31-Dec-23,, ,  -   ,  -   , Number of customers served,"  1,896,939 ",Annual report 2023,2024 CDP Corporate Questionnaire 2024,https://s26.q4cdn.com/888045447/files/doc_financials/2023/ar/AnnualReport2023-WEB-READY.pdf,https://s26.q4cdn.com/888045447/files/doc_downloads/2024-CDP-Corporate-Questionnaire.pdf
Anglo American,PT_00109,https://www.angloamerican.com,Anglo American plc,United Kingdom,Europe & Central Asia,High income,Public, GB00B1XZS820,,, Q541451, 549300S9XF92D1X8ME43, Nature, , , Yes, , , , Yes, Metals & Mining,710, Mining of iron ores,"  41,554.00 ","  35,118.00 ","  30,652.00 ","  62,000.00 ","  62,241.00 ","  60,094.00 ",  25.0 ,  40.0 ,"  174,576.00 ","  251,557.00 ",  14.74 ,  -   ,  12.50 ,  -   ,  -   ,  -   , No,  95.82 , Yes,  -   , …,"  23,492,370.00 ","  10,246,230.00 ",  46.00 ,"  23,055,574.00 ","  10,080,285.84 ",  47.00 ,"  24,722,222.22 ","  11,111,111.11 ",  51.25 ,31-Dec-23,  29 ,  43 ,  26 , Employees, Number of mines,  22 ,Integrated Annual Report 2023,Sustainability Report 2023,https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group-v5/PLC/investors/annual-reporting/2023/aa-annual-report-full-2023.pdf,https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group-v5/PLC/investors/annual-reporting/2023/sustainability-report-plc-2023.pdf
CNOOC,PT_00384,https://www.cnoocltd.com,CNOOC Limited,China,East Asia & Pacific,Upper middle income,SOE, HK0883013259,00883, HKEX, Q795221, 549300XIVJCBIGMRUD48, Climate, , Yes,  -   , , , , Yes, Oil & Gas,610, Extraction of crude petroleum,"  38,156.74 ","  62,645.40 ","  58,843.08 ","  18,887.00 ","  21,245.00 ","  21,993.00 ",  17.0 ,  28.6 ,"  2,106.00 ","  135,111.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   , No,  -   , NA,  -   , …,  -   ,  -   ,  -   ,"  30,099,858.67 ","  1,285,000.00 ",  -   ,"  31,568,440.42 ","  1,701,000.00 ",  29.39 ,31-Dec-23,  16 , ,  -   ,  -   , , ,ANNUAL REPORT 2023,ESG REPORT 2023,https://www.cnoocltd.com/english/investorrelations/reports/annualreport/202409/P020240925659674329475.pdf,https://www.cnoocltd.com/english/sustainability/environmentalsocialandgovernancereports/202409/P020240925661917903498.pdf
CNPC,PT_00385,https://www.cnpc.com.cn,China National Petroleum Corporation,China,East Asia & Pacific,Upper middle income,Government,,,, Q795221, 3003004HNTGCYVG6A618, Climate, , Yes,  -   , , , , Yes, Oil & Gas,620, Extraction of natural gas,"  435,240.31 ","  504,452.24 ","  446,444.50 ","  1,177,200.00 ","  1,097,200.00 ","  1,061,600.00 ",  28.7 ,  -   ,  -   ,  -   ,  -   ,  180.00 ,  188.00 ,  -   ,  -   ,  -   , No,  -   , NA,  -   , …,  -   ,  -   ,  -   ,"  508,405,450.00 ","  56,400,000.00 ",  -   ,  -   ,  -   ,  -   ,31-Dec-23,  37 , ,  -   ,  -   , , ,2023 Annual Report, ,https://www.cnpc.com.cn/en/2023enbyfgrme/202409/da926959d8a647839ac1eb87167bab19/files/fc39bc0021e94d99a444101bcfc1e5d9.pdf, 
LG Chem,PT_02180,https://www.lgchem.com,LG Chem Ltd.,"Korea, Rep.",East Asia & Pacific,High income,Public, KR7051910008,,, Q486976, 988400IES4EIG7O06940, Nature, , , Yes, , , , Yes, Chemicals,2011, Manufacture of basic chemicals,"  37,287 ","  40,160 ","  42,316 ","  18,841 ","  19,627 ","  19,218 ", ...,  28.6 ,"  73,423.05 ","  248,036.00 ",  10.34 ,  10.04 ,  -   ,  1.32 ,  -   ,  1.21 , No,  11.47 , No, Committed, Removed,"  49,562,817.43 ",  -   ,  -   ,"  42,055,833.67 ",  -   ,  -   ,"  37,062,251.87 ","  10,320,000.00 ",  13.00 ,31-Dec-23,, ,  -   ,  -   , Number of production sites,  65 ,Consolidated Financial Statements,2023 SUSTAINABILITY REPORT,https://www.lgchem.com/upload/file/audit-report/LG_Chem_FY2023_Consolidated_Audit_Report_ENG_updated[0].pdf,https://www.lgchem.com/upload/file/sustainability/2023_LGChem_Sustainability_Report_ENG.pdf
Symrise,PT_01712,https://www.symrise.com,Symrise,Germany,Europe & Central Asia,High income,Public, DE000SYM9999,,, Q73251, 529900D82I6R9601CF26, FAB, Yes, , Yes, , , , Yes, Food Production,1079," Manufacture of other food products n.e.c,","  4,501 ","  4,862 ","  5,142 ","  11,151 ","  12,043 ","  12,270 ",  38.2 , Not found,"  9,185.00 ","  247,768.00 ",  0.29 ,  -   ,  -   ,  1.68 ,  -   ,  1.57 , No,  1.85 , Yes, Targets set, Targets Set,"  2,001,388.90 ","  317,777.78 ",  100.00 ,"  1,993,117.00 ","  317,778.00 ",  100.00 ,"  1,844,389.00 ","  306,389.13 ",  91.75 ,31-Dec-23,, ,  -   ,  -   , , ,Financial Report 2023,Sustainability Record 2023,https://www.symrise.com/securedl/sdl-eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE3MzI5NjU1NjUsImV4cCI6MTczMzAxMjM2NSwidXNlciI6MCwiZ3JvdXBzIjpbMCwtMV0sImZpbGUiOiJmaWxlYWRtaW4vc3ltcmlzZS9Eb3dubG9hZHNfcmVwb3J0cy9hZ20vZG9jdW1lbnRzLzIwMjQvMjQwNTE1LVN5bXJpc2UtQUdNLTIwMjQtRmluYW5jaWFsLVJlcG9ydC0yMDIzLnBkZiIsInBhZ2UiOjQ1OH0.xeLb5s88cBJKBRrfr1TVF7x2VlyLY6dgKGiwAiswNIc/240515-Symrise-AGM-2024-Financial-Report-2023.pdf,https://symrise.com/de/unternehmensbericht/2023/downloads/SYM_gri_2023_EN.pdf
Resonac,PT_01596,https://www.resonac.com,Resonac Holdings Corporation,Japan,East Asia & Pacific,High income,Public, JP3368000000,4004, TSE, Q905412, 5493006AIPA1V92YPP18, Nature, , , Yes, , , , Yes, Chemicals,2011, Manufacture of basic chemicals,"  12,935 ","  10,590 ","  9,174 ","  26,054 ","  25,803 ","  23,840 ", ...,  22.2 ,"  73,361.00 ","  246,506.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   , No,  4.34 , Yes,  -   , …,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,"  16,008,600.59 ",  -   ,  -   ,31-Dec-23,, , ,  -   , , ,RESONAC REPORT 2024,Verification Opinion,https://www.resonac.com/sites/default/files/2024-09/pdf-sustainability-report-integratedreport-RESONAC24E_spread.pdf,https://www.resonac.com/sites/default/files/2024-09/en-pdf-sustainability-index-opinion-02.pdf
Delivery Hero,PT_00538,https://www.deliveryhero.com,Delivery Hero Group,Germany,Europe & Central Asia,High income,Public, DE000A2E4K43,,, Q23384493, 529900C3EX1FZGE48X78, DIB, , , , Yes, , , Yes, Food Retailers,5629, Other food service activities,"  6,888.94 ","  9,028.74 ","  10,806.41 ","  52,007.00 ","  51,444.00 ","  47,981.00 ", ...,  33.3 ,  -   ,  -   ,  0.05 ,  -   ,  -   ,  3.43 ,  -   ,  4.09 , No,  4.15 , No, Targets Set, Targets Set,  -   ,  -   ,  76.00 ,"  204,612.07 ","  197,246.03 ",  -   ,  143.53 ,  143.53 ,  10.74 ,31-Dec-23,  70 ,  48 ,  -   , Food delivery, , ,Annual Report, ,https://ir.deliveryhero.com/media/document/f39e4797-91e8-43f2-82be-e852444a4879/assets/DE000A2E4K43-JA-2023-EQ-E-00.pdf, 
